title,url,price,ram,storage,graphics,display_size,generation,processor,discount
    Asus ZenBook 14 UX425EA 11th Gen Intel Core i ...,https://www.ryanscomputers.com/asus-zenbook-14-ux425ea-11th-gen-intel-core-i7-1165g7-14-inch-fhd-display-pine-grey-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 11th (Intel),Processor Type. - Core i7,not available
    Razer Blade 15 Base 10th Gen Intel Core i7 10 ...,https://www.ryanscomputers.com/razer-blade-15-base-10th-gen-intel-core-i7-10750h-15.6-inch-fhd-matte-display-black-gaming-laptop,Tk 0 ,RAM - 16GB,Storage - 512GB SSD,Graphics Memory - 8GB,Display Size (Inch) - 15.6,Generation - 10th (Intel),Processor Type. - Core i7,not available
    Razer Blade 15 Base 10th Gen Intel Core i7 10 ...,https://www.ryanscomputers.com/razer-blade-15-base-10th-gen-intel-core-i7-10750h-15.6-inch-fhd-display-black-gaming-laptop,Tk 0 ,RAM - 16GB,Storage - 256GB SSD,Graphics Memory - 6GB,Display Size (Inch) - 15.6,Generation - 10th (Intel),Processor Type. - Core i7,not available
    MSI Katana GF66 11UC Intel Core i5 11400H 15. ...,https://www.ryanscomputers.com/msi-katana-gf66-11uc-intel-core-i5-11400h-15.6-inch-fhd-display-black-gaming-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - 4GB,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i5,not available
    Asus ZenBook Duo UX482EG 11th Gen Intel Core ...,https://www.ryanscomputers.com/asus-zenbook-duo-ux482eg-11th-gen-intel-core-i5-1135g7-14-inch-fhd-touch-display-celestial-blue-laptop,Tk 0 ,RAM - 16GB,Storage - 512GB SSD,Graphics Memory - 2GB,Display Size (Inch) - 14,Generation - 11th (Intel),Processor Type. - Core i5,not available
    Asus VivoBook S14 S433EA Intel Core i5 1135G7 ...,https://www.ryanscomputers.com/asus-vivobook-s14-s433ea-intel-core-i5-1135g7-14-inch-fhd-led-dreamy-white-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 11th (Intel),Processor Type. - Core i5,not available
    Asus VivoBook S14 S433EA 11th Gen Intel Core ...,https://www.ryanscomputers.com/asus-vivobook-s14-s433ea-11th-gen-intel-core-i5-1135g7-14-inch-fhd-led-display-indie-black-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 11th (Intel),Processor Type. - Core i5,not available
    Asus TUF Gaming A15 FA506IC AMD Ryzen 7 4800H ...,https://www.ryanscomputers.com/asus-tuf-gaming-a15-fa506ic-amd-ryzen-7-4800h-15.6-inch-fhd-led-display-eclipse-gray-gaming-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - 4GB,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Ryzen 7,not available
    Asus ROG Zephyrus G14 AW SE GA401QEC AMD Ryze ...,https://www.ryanscomputers.com/asus-rog-zephyrus-g14-aw-se-ga401qec-amd-ryzen-9-5900hs-14-inch-2k-wqhd-display-grey-gaming-laptop,Tk 0 ,RAM - 16GB,Storage - 1TB SSD,Graphics Memory - 4GB,Display Size (Inch) - 14,Generation - Not Applicable,Processor Type. - Ryzen 9,not available
    Asus 15 E510MA Intel CDC N4020 15.6 Inch FHD ...,https://www.ryanscomputers.com/asus-15-e510ma-intel-cdc-n4020-15.6-inch-fhd-star-black-laptop,Tk 0 ,RAM - 4GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Intel Celeron,not available
    Asus VivoBook Flip 14 TM420UA AMD Ryzen 7 570 ...,https://www.ryanscomputers.com/asus-vivobook-flip-14-tm420ua-amd-ryzen-7-5700u-14-inch-fhd-touch-display-bespoke-black-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - Not Applicable,Processor Type. - Ryzen 7,not available
    HP 15s-gr0514AU AMD Athlon Silver 3050U 15.6 ...,https://www.ryanscomputers.com/hp-15s-gr0514au-amd-athlon-silver-3050u-15.6-inch-fhd-display-silver-laptop,Tk 0 ,RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - AMD Athlon,not available
    Acer TravelMate P214-53 11th Gen Intel Core i ...,https://www.ryanscomputers.com/acer-travelmate-p214-53-11th-gen-intel-core-i3-1115g4-14-inch-fhd-display-black-laptop,Tk 0 ,RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Microsoft Surface Laptop 4 11th Gen Intel Cor ...,https://www.ryanscomputers.com/microsoft-surface-laptop-4-11th-gen-intel-core-i7-1185g7-15-inch-pixelsense-multi-touch-display-platinum-surface-laptop,Tk 0 ,RAM - 16GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15,Generation - 11th (Intel),Processor Type. - Core i7,not available
    Microsoft Surface Laptop 4 11th Gen Intel Cor ...,https://www.ryanscomputers.com/microsoft-surface-laptop-4-11th-gen-intel-core-i5-1135g7-13.5-inch-pixelsense-multi-touch-display-sandstone-metal-surface-laptop,Tk 0 ,RAM - 16GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 13.5,Generation - 11th (Intel),Processor Type. - Core i5,not available
    Microsoft Surface Laptop 4 Intel Core i7 1185 ...,https://www.ryanscomputers.com/microsoft-surface-laptop-4-intel-core-i7-1185g7-matte-black-metal-surface-laptop,Tk 0 ,RAM - 16GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 13.5,Generation - 11th (Intel),Processor Type. - Core i7,not available
    Microsoft Surface Laptop 4 Intel Core i7 1185 ...,https://www.ryanscomputers.com/microsoft-surface-laptop-4-intel-core-i7-1185g7-13.5-inch-pixelsense-multi-touch-display-ice-blue-surface-laptop,Tk 0 ,RAM - 16GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 13.5,Generation - 11th (Intel),Processor Type. - Core i7,not available
    HP 14s-dq2575TU 11th Gen Intel Core i3 1115G4 ...,https://www.ryanscomputers.com/hp-14s-dq2575tu-11th-gen-intel-core-i3-1115g4-14-inch-fhd-display-silver-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Asus ROG Strix G15 G513IE AMD Ryzen 7 4800H 1 ...,https://www.ryanscomputers.com/asus-rog-strix-g15-g513ie-amd-ryzen-7-4800h-15.6-inch-fhd-display-eclipse-gray-gaming-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - 4GB,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Ryzen 7,not available
    Asus VivoBook S15 M533IA AMD Ryzen 7 4700U 15 ...,https://www.ryanscomputers.com/asus-vivobook-s15-m533ia-amd-ryzen-7-4700u-15.6-inch-fhd-display-gaia-green-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Ryzen 7,not available
    Asus VivoBook S15 M533IA AMD Ryzen 7 4700U 15 ...,https://www.ryanscomputers.com/asus-vivobook-s15-m533ia-amd-ryzen-7-4700u-15.6-inch-fhd-display-dreamy-white-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Ryzen 7,not available
    Microsoft Surface Laptop 4 Intel Core i5 1135 ...,https://www.ryanscomputers.com/microsoft-surface-laptop-4-intel-core-i5-1135g7-13.5-inch-pixelsense-multi-touch-display-platinum-alcantara-surface-laptop,Tk 0 ,RAM - 16GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 13.5,Generation - 11th (Intel),Processor Type. - Core i5,not available
    Microsoft Surface Laptop 4 Gen Intel Core i7 ...,https://www.ryanscomputers.com/microsoft-surface-laptop-4-gen-intel-core-i7-1185g7-13.5-inch-pixelsense-multi-touch-display-matte-black-metal-surface-laptop,Tk 0 ,RAM - 32GB,Storage - 1TB,Graphics Memory - Shared,Display Size (Inch) - 13.5,Generation - 11th (Intel),Processor Type. - Core i7,not available
    Microsoft Surface Pro X LTE Microsoft SQ2 13 ...,https://www.ryanscomputers.com/microsoft-surface-pro-x-lte-microsoft-sq2-13-inch-pixelsense-multitouch-display-platinum-2-in-1-detachable-laptop,Tk 0 ,RAM - 16GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 13,Generation - Not Applicable,Processor Type. - SQ2,not available
    Acer Aspire 3 A315-23-R9NG AMD Ryzen 3 3250U ...,https://www.ryanscomputers.com/acer-aspire-3-a315-23-r9ng-amd-ryzen-3-3250u-15.6-inch-fhd-display-pure-silver-laptop,Tk 0 ,RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Ryzen 3,not available
    Dell Vostro 14 3400 11th Gen Intel Core i3 11 ...,https://www.ryanscomputers.com/dell-vostro-14-3400-11th-gen-intel-core-i3-1115g4-4gb-ram14-inch-fhd-display-black-laptop,Tk 0 ,RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Dell Inspiron 15-5505 AMD Ryzen 7 4700U 15.6 ...,https://www.ryanscomputers.com/dell-inspiron-15-5505-amd-ryzen-7-4700u-15.6-inch-fhd-display-platinum-silver-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Ryzen 7,not available
    Microsoft Surface Book 3 Intel Core i7 1065G7 ...,https://www.ryanscomputers.com/microsoft-surface-book-3-intel-core-i7-1065g7-15-inch-platinum-2-in-1-laptop,Tk 0 ,RAM - 16GB,Storage - 256GB SSD,Graphics Memory - 6GB,Display Size (Inch) - 15,Generation - 10th (Intel),Processor Type. - Core i7,not available
    Microsoft Surface Pro 7+ LTE Intel Core i5 11 ...,https://www.ryanscomputers.com/microsoft-surface-pro-7-lte-intel-core-i5-1135g7-12.3-inch-platinum-2-in-1-detachable-laptop,Tk 0 ,RAM - 16GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 12.3,Generation - 11th (Intel),Processor Type. - Core i5,not available
    Microsoft Surface Laptop Go Intel Core i5 103 ...,https://www.ryanscomputers.com/microsoft-surface-laptop-go-intel-core-i5-1035g1-12.4-inch-ice-blue-surface-laptop,Tk 0 ,RAM - 8GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 12.4,Generation - 10th (Intel),Processor Type. - Core i5,not available
    Microsoft Surface Go 2 Intel Core M3 10.5 Inc ...,https://www.ryanscomputers.com/microsoft-surface-go-2-intel-core-m3-10.5-inch-platinum-surface-go-laptop,Tk 0 ,RAM - 8GB,Storage - 128GB SSD,Graphics Memory - Shared,Display Size (Inch) - 10.5,Generation - 8th (Intel),Processor Type. - Core M3,not available
    HP 15s-du3022TU 11th Gen Intel Core i3 1115G4 ...,https://www.ryanscomputers.com/hp-15s-du3022tu-11th-gen-intel-core-i3-1115g4-15.6-inch-black-laptop,Tk 0 ,RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i3,not available
    HP 15s-du3786TU 11th Gen Intel Core i3 1115G4 ...,https://www.ryanscomputers.com/hp-15s-du3786tu-11th-gen-intel-core-i3-1115g4-15.6-inch-silver-laptop,Tk 0 ,RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Dell Latitude 14-3420 Intel Core i3 1005G 14 ...,https://www.ryanscomputers.com/dell-latitude-14-3420-intel-core-i3-1005g-14-inch-hd-display-black-laptop,Tk 0 ,RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 10th (Intel),Processor Type. - Core i3,not available
    Acer Aspire 3 A315-58G-54LW Intel Core i5 113 ...,https://www.ryanscomputers.com/acer-aspire-3-a315-58g-54lw-intel-core-i5-1135g7-15.6-inch-fhd-pure-silver-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - 2GB,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i5,not available
    Acer Aspire 3 A315-58G-501N Intel Core i5 113 ...,https://www.ryanscomputers.com/acer-aspire-3-a315-58g-501n-intel-core-i5-1135g7-15.6-inch-fhd-pure-silver-laptop,Tk 0 ,RAM - 8GB,Storage - 1TB HDD,Graphics Memory - 2GB,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i5,not available
    Acer Aspire 3 A315-58-55T5 Intel Core i5 1135 ...,https://www.ryanscomputers.com/acer-aspire-3-a315-58-55t5-intel-core-i5-1135g7-15.6-inch-fhd-pure-silver-laptop,Tk 0 ,RAM - 8GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i5,not available
    Acer Aspire 3 A315-58-33VT Intel Core i3 1115 ...,https://www.ryanscomputers.com/acer-aspire-3-a315-58-33vt-intel-core-i3-1115g4-15.6-inch-fhd-pure-silver-laptop,Tk 0 ,RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Acer Spin 3 SP313-51N-50XM Intel Core i5 1135 ...,https://www.ryanscomputers.com/acer-spin-3-sp313-51n-50xm-intel-core-i5-1135g7-13.3-inch-2k-wqxga-ips-touch-display-pure-silver-2-in-1-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 13.3,Generation - 11th (Intel),Processor Type. - Core i5,not available
    Acer Nitro 5 AN515-45-R816 AMD Ryzen 5 5600H ...,https://www.ryanscomputers.com/acer-nitro-5-an515-45-r816-amd-ryzen-5-5600h-15.6-inch-fhd-display-hale-black-gaming-laptop,Tk 0 ,RAM - 8GB,Storage - 1TB HDD+256GB SSD,Graphics Memory - 4GB,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Ryzen 5,not available
    Asus VivoBook 15 K513EP 11th Gen Intel Core i ...,https://www.ryanscomputers.com/asus-vivobook-15-k513ep-11th-gen-intel-core-i7-1165g7-15.6-inch-fhd-display-hearty-gold-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - 2GB,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i7,not available
    Asus VivoBook 15 K513EP 11th Gen Intel Core i ...,https://www.ryanscomputers.com/asus-vivobook-15-k513ep-11th-gen-intel-core-i5-1135g7-15.6-inch-fhd-display-hearty-gold-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - 2GB,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i5,not available
    Asus ZenBook 14 UM425QA AMD Ryzen 7 5800H 14 ...,https://www.ryanscomputers.com/asus-zenbook-14-um425qa-amd-ryzen-7-5800h-14-inch-fhd-display-pine-grey-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - Not Applicable,Processor Type. - Ryzen 7,not available
    Asus VivoBook Flip 14 TM420UA AMD Ryzen 5 550 ...,https://www.ryanscomputers.com/asus-vivobook-flip-14-tm420ua-amd-ryzen-5-5500u-14-inch-fhd-touch-display-bespoke-black-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - Not Applicable,Processor Type. - Ryzen 5,not available
    Microsoft Surface Laptop Go Intel Core i5 103 ...,https://www.ryanscomputers.com/microsoft-surface-laptop-go-intel-core-i5-1035g1-12.4-inch-pixelsense-multi-touch-display-platinum-surface-laptop,Tk 0 ,RAM - 8GB,Storage - 128GB SSD,Graphics Memory - Shared,Display Size (Inch) - 12.4,Generation - 10th (Intel),Processor Type. - Core i5,not available
    HP 14s-fq1886AU AMD Ryzen 5 5500U 14 Inch FHD ...,https://www.ryanscomputers.com/hp-14s-fq1886au-amd-ryzen-5-5500u-14-inch-fhd-display-silver-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - Not Applicable,Processor Type. - Ryzen 5,not available
    HP 15s-eq2778AU AMD Ryzen 7 5700U 15.6 Inch F ...,https://www.ryanscomputers.com/hp-15s-eq2778au-amd-ryzen-7-5700u-15.6-inch-fhd-display-spruce-blue-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Ryzen 7,not available
    HP 15s-du3025TU Intel Core i5 1135G7 15.6 Inc ...,https://www.ryanscomputers.com/hp-15s-du3025tu-intel-core-i5-1135g7-15.6-inch-fhd-display-black-laptop,Tk 0 ,RAM - 8GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i5,not available
    Asus VivoBook S15 M533IA AMD Ryzen 7 4700U 15 ...,https://www.ryanscomputers.com/asus-vivobook-s15-m533ia-amd-ryzen-7-4700u-15.6-inch-fhd-display-indie-black-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Ryzen 7,not available
    Asus VivoBook Pro 15 K3500PH Intel Core i5 11 ...,https://www.ryanscomputers.com/asus-vivobook-pro-15-k3500ph-intel-core-i5-11300h-15.6-inch-fhd-display-quiet-blue-laptop,Tk 0 ,RAM - 16GB,Storage - 512GB SSD,Graphics Memory - 4GB,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i5,not available
    Asus ROG Flow X13 GV301QC AMD Ryzen 9 5900HS ...,https://www.ryanscomputers.com/asus-rog-flow-x13-gv301qc-amd-ryzen-9-5900hs-13.4-inch-wuxga-touch-display-off-black-gaming-laptop,Tk 0 ,RAM - 16GB,Storage - 512GB SSD,Graphics Memory - 4GB,Display Size (Inch) - 13.4,Generation - Not Applicable,Processor Type. - Ryzen 9,not available
    Asus VivoBook Pro 15 K3500PC Intel Core i5 11 ...,https://www.ryanscomputers.com/asus-vivobook-pro-15-k3500pc-intel-core-i5-11300h-15.6-inch-fhd-display-quiet-blue-laptop,Tk 0 ,RAM - 16GB,Storage - 512GB SSD,Graphics Memory - 4GB,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i5,not available
    Lenovo IdeaPad Slim 3i 15ITL Intel Core i5 11 ...,https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-15itl-intel-core-i5-1135g7-15.6-inch-fhd-antiglare-display-arctic-grey-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i5,not available
    Lenovo IdeaPad Slim 3i 15ITL Intel Core i3 10 ...,https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-15itl-intel-core-i3-1005g1-15.6-inch-hd-antiglare-display-platinum-grey-laptop,Tk 0 ,RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 10th (Intel),Processor Type. - Core i3,not available
    Lenovo IdeaPad Slim 3i 15ITL Intel Core i3 11 ...,https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-15itl-intel-core-i3-1115g-15.6-inch-fhd-antiglare-display-arctic-grey-laptop,Tk 0 ,RAM - 8GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Lenovo IdeaPad Gaming 3i 15IMH Intel Core i5 ...,https://www.ryanscomputers.com/lenovo-ideapad-gaming-3i-15imh-intel-core-i5-10300h-15.6-inch-fhd-ips-display-onyx-black-gaming-laptop,Tk 0 ,RAM - 8GB,Storage - 1TB HDD+256GB SSD,Graphics Memory - 4GB,Display Size (Inch) - 15.6,Generation - 10th (Intel),Processor Type. - Core i5,not available
    Acer Extensa 15 EX215-52-384M Intel Core i3 1 ...,https://www.ryanscomputers.com/acer-extensa-15-ex215-52-384m-intel-core-i3-1005g-15.6-inch-fhd-display-black-laptop,Tk 0 ,RAM - 8GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 10th (Intel),Processor Type. - Core i3,not available
    Microsoft Surface Laptop 4 AMD Ryzen 7 4980U ...,https://www.ryanscomputers.com/microsoft-surface-laptop-4-amd-ryzen-7-4980u-15-inch-pixelsense-multi-touch-display-platinum-surface-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15,Generation - Not Applicable,Processor Type. - Ryzen 7,not available
    Microsoft Surface Laptop 4 Intel Core i7 1185 ...,https://www.ryanscomputers.com/microsoft-surface-laptop-4-intel-core-i7-1185g7-13.5-inch-pixelsense-multi-touch-display-ice-blue-alcantara-surface-laptop,Tk 0 ,RAM - 16GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 13.5,Generation - 11th (Intel),Processor Type. - Core i7,not available
    Asus ZenBook 14X OLED UX5401EA Intel Core i5 ...,https://www.ryanscomputers.com/asus-zenbook-14x-oled-ux5401ea-intel-core-i5-1135g7-14-inch-2.8k-oled-wqhd-touch-display-pine-grey-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 11th (Intel),Processor Type. - Core i5,not available
    Asus VivoBook 14 E410MA Intel CDC N4020 14 In ...,https://www.ryanscomputers.com/asus-vivobook-14-e410ma-intel-cdc-n4020-14-inch-fhd-display-star-black-metal-laptop,Tk 0 ,RAM - 4GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - Not Applicable,Processor Type. - Intel Celeron,not available
    Asus ExpertBook P2451FA Intel Core i3 10110U ...,https://www.ryanscomputers.com/asus-expertbook-p2451fa-intel-core-i3-10110u-14-inch-fhd-led-display-star-black-laptop,Tk 0 ,RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 10th (Intel),Processor Type. - Core i3,not available
    Microsoft Surface Laptop 4 Intel Core i5 1135 ...,https://www.ryanscomputers.com/microsoft-surface-laptop-4-intel-core-i5-1135g7-8gb-ram-13.5-inch-pixelsense-multi-touch-display-platinum-alcantara-surface-laptop,Tk 0 ,RAM - 8GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 13.5,Generation - 11th (Intel),Processor Type. - Core i5,not available
    Apple MacBook Pro (Late 2021) Apple M1 Max 64 ...,https://www.ryanscomputers.com/apple-macbook-pro-late-2021-apple-m1-max-64gb-ram-16.2-inch-liquid-retina-xdr-display-space-gray-laptop,Tk 0 ,RAM - 64GB,Storage - 1TB SSD,Graphics Memory - Shared,Display Size (Inch) - 16.2,Generation - Not Applicable,Processor Type. - Apple M1,not available
    Apple MacBook Pro (Late 2021) Apple M1 Max 2T ...,https://www.ryanscomputers.com/apple-macbook-pro-late-2021-apple-m1-max-2tb-ssd-16.2-inch-liquid-retina-xdr-display-space-gray-laptop,Tk 0 ,RAM - 64GB,Storage - 2TB SSD,Graphics Memory - Shared,Display Size (Inch) - 16.2,Generation - Not Applicable,Processor Type. - Apple M1,not available
    HP 15s-du1117TU Intel PQC Silver N5030 15.6 I ...,https://www.ryanscomputers.com/hp-15s-du1117tu-intel-pqc-silver-n5030-15.6-inch-hd-display-silver-laptop,Tk 0 ,RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Intel Pentium,not available
    HP 15s-du1115TU Intel CDC N4020 15.6 Inch HD ...,https://www.ryanscomputers.com/hp-15s-du1115tu-intel-cdc-n4020-15.6-inch-hd-display-silver-laptop,Tk 0 ,RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Intel Celeron,not available
    HP 15s-du1114TU Intel CDC N4020 15.6 Inch HD ...,https://www.ryanscomputers.com/hp-15s-du1114tu-intel-cdc-n4020-15.6-inch-hd-display-black-laptop,Tk 0 ,RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Intel Celeron,not available
    Dell Inspiron 15 3501 Intel Core i5 1135G7 15 ...,https://www.ryanscomputers.com/dell-inspiron-15-3501-intel-core-i5-1135g7-15.6-inch-fhd-display-blue-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - 2GB,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i5,not available
    Dell Inspiron 15 3501 11th Gen Intel Core i3 ...,https://www.ryanscomputers.com/dell-inspiron-15-3501-11th-gen-intel-core-i3-1115g4-256gb-ssd-15.6-inch-fhd-display-blue-laptop,Tk 0 ,RAM - 4GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Apple MacBook Pro (Late 2021) Apple M1 Max 16 ...,https://www.ryanscomputers.com/apple-macbook-pro-late-2021-apple-m1-max-16.2-inch-liquid-retina-xdr--display-silver-laptop,Tk 0 ,RAM - 64GB,Storage - 2TB SSD,,Display Size (Inch) - 16.2,Generation - Not Applicable,Processor Type. - Apple M1,not available
    Apple MacBook Pro (Late 2021) Apple M1 Max 16 ...,https://www.ryanscomputers.com/apple-macbook-pro-late-2021-apple-m1-max-16.2-inch-liquid-retina-xdr-display-silver-laptop,Tk 0 ,RAM - 64GB,Storage - 1TB SSD,Graphics Memory - Shared,Display Size (Inch) - 16.2,Generation - Not Applicable,Processor Type. - Apple M1,not available
    MSI Modern 15 A5M AMD Ryzen 5 5500U 15.6 Inch ...,https://www.ryanscomputers.com/msi-modern-15-a5m-amd-ryzen-5-5500u-15.6-inch-fhd-display-carbon-gray-laptop,Tk 0 ,RAM - 8GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Ryzen 5,not available
    MSI Pulse GL66 11UCK Intel Core i5 11400H 15. ...,https://www.ryanscomputers.com/msi-pulse-gl66-11uck-intel-core-i5-11400h-15.6-inch-fhd-display-titanium-grey-gaming-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - 4GB,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i5,not available
    Asus TUF Gaming F15 FX506HEB Intel Core i5 11 ...,https://www.ryanscomputers.com/asus-tuf-gaming-f15-fx506heb-intel-core-i5-11400h-15.6-inch-fhd-display-eclipse-gray-gaming-laptop,Tk 0 ,RAM - 8GB,Storage - 512GB SSD,Graphics Memory - 4GB,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i5,not available
