title,url,price,ram,storage,graphics,display_size,generation,processor,discount
    Acer Extensa 15 EX215-54-37AH Intel Core i3 1 ...,https://www.ryanscomputers.com/acer-extensa-15-ex215-54-37ah-intel-core-i3-1115g4-15.6-inch-fhd-display-charcoal-black-laptop,"Tk 45,200 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Dell Vostro 14 3400 11th Gen Intel Core i3 11 ...,https://www.ryanscomputers.com/dell-vostro-14-3400-11th-gen-intel-core-i3-1115g4-4gb-ram-14-inch-hd-display-black-laptop,"Tk 45,900 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 11th (Intel),Processor Type. - Core i3,not available
    HP 15s-fq3234TU Intel CDC N4500 15.6 Inch FHD ...,https://www.ryanscomputers.com/hp-15s-fq3234tu-intel-cdc-n4500-15.6-inch-fhd-display-silver-laptop,"Tk 46,200 ",RAM - 4GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Intel Celeron,not available
    Acer Extensa 15 EX215-54-34SE Intel Core i3 1 ...,https://www.ryanscomputers.com/acer-extensa-15-ex215-54-34se-intel-core-i3-1115g4-15.6-inch-fhd-charcoal-black-laptop,"Tk 46,200 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Lenovo IdeaPad Slim 3i 15IIL Intel Core i3 10 ...,https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-15iil-intel-core-i3-1005g1-4gb-ram-15.6-inch-fhd-display-platinum-grey-laptop,"Tk 47,500 ",RAM - 4GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 10th (Intel),Processor Type. - Core i3,not available
    HP 15s-eq1578AU AMD Athlon Silver 3050U 15.6 ...,https://www.ryanscomputers.com/hp-15s-eq1578au-amd-athlon-silver-3050u-15.6-inch-fhd-display-silver-laptop,"Tk 51,200 ",RAM - 8GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - AMD Athlon,not available
    Lenovo IdeaPad 1 15ADA7 AMD Ryzen 3 3250U 15. ...,https://www.ryanscomputers.com/lenovo-ideapad-1-15ada7-amd-ryzen-3-3250u-15.6-inch-fhd-display-cloud-grey-laptop,"Tk 51,500 ",RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Ryzen 3,not available
    Dell Inspiron 15 3515 AMD Ryzen 3 3250U 15.6 ...,https://www.ryanscomputers.com/dell-inspiron-15-3515-amd-ryzen-3-3250u-15.6-inch-fhd-display-silver-laptop,"Tk 52,000 ",RAM - 8GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Ryzen 3,not available
    Dell Inspiron 15 3511 Intel Core i3 1115G4 25 ...,https://www.ryanscomputers.com/dell-inspiron-15-3511-intel-core-i3-1115g4-256gb-ssd-15.6-inch-fhd-display-carbon-black-laptop,"Tk 57,500 ",RAM - 8GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Huawei MateBook B3-520 Intel Core i3 1115G4 1 ...,https://www.ryanscomputers.com/huawei-matebook-b3-520-intel-core-i3-1115g4-15.6-inch-fhd-display-space-gray-laptop,"Tk 60,500 ",RAM - 8GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i3,not available
    HP 15s-eq2171AU AMD Ryzen 3 5300U 15.6 Inch F ...,https://www.ryanscomputers.com/hp-15s-eq2171au-15.6-inch-spruce-blue-laptop,"Tk 60,700 ",RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Ryzen 3,not available
    HP 15s-fq5486TU Intel Core i3 1215U 15.6 Inch ...,https://www.ryanscomputers.com/hp-15s-fq5486tu-intel-core-i3-1215u-15.6-inch-fhd-display-black-laptop,"Tk 61,700 ",RAM - 4GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 12th (Intel),Processor Type. - Core i3,not available
    Acer Extensa 15 EX215-54-596B Intel Core i5 1 ...,https://www.ryanscomputers.com/acer-extensa-15-ex215-54-596b-intel-core-i5-1135g7-15.6-inch-fhd-display-charcoal-black-laptop,"Tk 62,500 ",RAM - 8GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i5,not available
    Acer Extensa 15 EX215-54-57SB Intel Core i5 1 ...,https://www.ryanscomputers.com/acer-extensa-15-ex215-54-57sb-intel-core-i5-1135g7-15.6-inch-fhd-charcoal-black-laptop,"Tk 64,500 ",RAM - 8GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i5,not available
    HP 15s-fq5786TU Intel Core i3 1215U 15.6 Inch ...,https://www.ryanscomputers.com/hp-15s-fq5786tu-intel-core-i3-1215u15.6-inch-fhd-display-silver-laptop,"Tk 64,700 ",RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 12th (Intel),Processor Type. - Core i3,not available
    Huawei MateBook D 15 Intel Core i5 1135G7 15. ...,https://www.ryanscomputers.com/huawei-matebook-d-15-intel-core-i5-1135g7-15.6-inch-fhd-silver-laptop,"Tk 76,000 ",RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i5,not available
    HP 15s-fq3617TU Intel CDC N4500 15.6 Inch FHD ...,https://www.ryanscomputers.com/hp-15s-fq3617tu-intel-cdc-n4500-15.6-inch-fhd-display-silver-laptop,"Tk 46,200 ",RAM - 4GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Intel Celeron,not available
    Dynabook (Toshiba) Satellite Pro C40-G-109 In ...,https://www.ryanscomputers.com/dynabook-toshiba-satellite-pro-c40-g-109-intel-cdc-5205u14-inch-hd-display-dark-blue-laptop,"Tk 29,600 ",RAM - 4GB,Storage - 128GB SSD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - Not Applicable,Processor Type. - Intel Celeron,not available
    Dynabook (Toshiba) Satellite Pro C40-G-13F In ...,https://www.ryanscomputers.com/dynabook-toshiba-satellite-pro-c40-g-13f-intel-cdc-5205u-14-inch-hd-display-dark-blue-laptop,"Tk 31,000 ",RAM - 4GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - Not Applicable,Processor Type. - Intel Celeron,not available
    Lenovo IdeaPad Slim 3i 15IGL Intel CDC N4020 ...,https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-15igl-intel-cdc-n4020-15.6-inch-hd-display-platinum-grey-laptop-81wq00q2in-2y,"Tk 35,500 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Intel Celeron,not available
    Lenovo IdeaPad Slim 3i 15IGL Intel CDC N4020 ...,https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-15igl-intel-cdc-n4020-256gb-ssd-15.6-inch-hd-display-platinum-grey-laptop,"Tk 35,500 ",RAM - 4GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Intel Celeron,not available
    Lenovo IdeaPad D330 10IGL Intel CDC N4020 10. ...,https://www.ryanscomputers.com/lenovo-ideapad-d330-10igl-intel-cdc-n4020-mineral-grey-laptop,"Tk 35,800 ",RAM - 4GB,Storage - 128GB eMMC,Graphics Memory - Shared,Display Size (Inch) - 10.1,Generation - Not Applicable,Processor Type. - Intel Celeron,not available
    Lenovo IdeaPad Slim 3i 15IGL Intel CDC N4020 ...,https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-15igl-intel-cdc-n4020-platinum-grey-laptop,"Tk 36,000 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Intel Celeron,not available
    Lenovo IdeaPad Slim 3i 15IGL Intel CDC N4020 ...,https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-15igl-intel-cdc-n4020-15.6-inch-fhd-antiglare-display-grey-laptop-81wq00qvin-2y,"Tk 36,000 ",RAM - 4GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Intel Celeron,not available
    Asus E210MA Intel CDC N4020 11.6 Inch HD Disp ...,https://www.ryanscomputers.com/asus-e210ma-intel-cdc-n4020-11.6-inch-hd-display-peacock-blue-laptop,"Tk 37,000 ",RAM - 4GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 11.6,Generation - Not Applicable,Processor Type. - Intel Celeron,not available
    Asus 15 P1511CMA Intel CDC N4020 15.6 Inch HD ...,https://www.ryanscomputers.com/asus-15-p1511cma-intel-cdc-n4020-15.6-inch-hd-display-slate-grey-laptop,"Tk 37,500 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Intel Celeron,not available
    Dell Inspiron 15 3510 Intel CDC N4020 15.6 In ...,https://www.ryanscomputers.com/dell-inspiron-15-3510-intel-cdc-n4020-15-6-inch-hd-display-carbon-black-laptop,"Tk 39,900 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Intel Celeron,not available
    Asus X515MA Intel CDC N4020 15.6 Inch FHD WV ...,https://www.ryanscomputers.com/asus-x515ma-intel-cdc-n4020-15.6-inch-fhd-wv-display-transparent-silver-laptop,"Tk 40,500 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Intel Celeron,not available
    Asus X415KA Intel CDC N4500 14 Inch Slate Gre ...,https://www.ryanscomputers.com/asus-x415ka-intel-cdc-n4500-14-inch-slate-grey-laptop,"Tk 40,500 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - Not Applicable,Processor Type. - Intel Celeron,not available
    Asus X515KA Intel CDC N4500 4GB DDR4 15.6 Inc ...,https://www.ryanscomputers.com/asus-x515ka-intel-cdc-n4500-4gb-ddr4-15.6-inch-display-fhd-transparent-silver-laptop,"Tk 40,500 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Intel Celeron,not available
    HP 250 G8 Intel CDC N4020 15.6 Inch FHD Displ ...,https://www.ryanscomputers.com/hp-250-g8-intel-cdc-n4020-15.6-inch-fhd-display-dark-ash-silver-laptop,"Tk 41,400 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Intel Celeron,not available
    Asus E510MA Intel CDC N4020 15.6 Inch FHD Dis ...,https://www.ryanscomputers.com/asus-e510ma-star-black-laptop,"Tk 45,000 ",RAM - 4GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Intel Celeron,not available
    Dynabook (Toshiba) Satellite Pro C40-G-11I In ...,https://www.ryanscomputers.com/dynabook-toshiba-satellite-pro-c40-g-11i-intel-core-i3-10110u-dark-blue-laptop-a1pys27e,"Tk 45,000 ",RAM - 8GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 10th (Intel),Processor Type. - Core i3,not available
    Asus X515FA Intel Core i3 10110U 15.6 Inch FH ...,https://www.ryanscomputers.com/asus-x515fa-intel-core-i3-10110u-slate-grey-laptop,"Tk 46,500 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 10th (Intel),Processor Type. - Core i3,not available
    Asus X415FA Intel Core i3 10110U 14 Inch FHD ...,https://www.ryanscomputers.com/asus-x415fa-intel-core-i3-10110u-14-inch-fhd-display-slate-grey-laptop,"Tk 46,500 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 10th (Intel),Processor Type. - Core i3,not available
    Asus X415FA 10th Gen Intel Core i3 10110U 14 ...,https://www.ryanscomputers.com/asus-x415fa-10th-gen-intel-core-i3-10110u-14-inch-fhd-display-slate-grey-laptop,"Tk 46,500 ",RAM - 4GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 10th (Intel),Processor Type. - Core i3,not available
    Asus R565FA Intel Core i3 10110U 15.6 Inch HD ...,https://www.ryanscomputers.com/asus-r565fa-intel-core-i3-10110u-15.6-inch-hd-display-slate-grey-laptop,"Tk 47,000 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 10th (Intel),Processor Type. - Core i3,not available
    Asus X515JA Intel Core i3 15.6 Inch Grey Lapt ...,https://www.ryanscomputers.com/asus-x515ja-intel-core-i3-15.6-inch-grey-laptop,"Tk 47,000 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 10th (Intel),Processor Type. - Core i3,not available
    Asus BR1100FKA Intel CDC N4500 11.6 Inch HD L ...,https://www.ryanscomputers.com/asus-br1100fka-intel-cdc-n4500-11.6-inch-hd-led-touch-display-dark-grey-education-laptop-bp1039w,"Tk 47,500 ",RAM - 4GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 11.6,Generation - Not Applicable,Processor Type. - Intel Celeron,not available
    Dell Vostro 14 3400 Intel Core i3 1115G4 14 I ...,https://www.ryanscomputers.com/dell-vostro-14-3400-intel-core-i3-1115g4-14-inch-hd-display-black-laptop,"Tk 47,900 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Dell Vostro 14 3400 11th Gen Intel Core i3 11 ...,https://www.ryanscomputers.com/dell-vostro-14-3400-11th-gen-intel-core-i3-1115g4-14-inch-hd-display-grey-laptop,"Tk 47,900 ",RAM - 8GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Acer Extensa 15 EX215-54-37AH 11th Gen Intel ...,https://www.ryanscomputers.com/acer-extensa-15-ex215-54-37ah-11th-gen-intel-core-i3-1115g4-15.6-inch-fhd-display-charcoal-black-laptop,"Tk 48,500 ",RAM - 8GB,Storage - 1TB HDD+256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Asus D415DA AMD Ryzen 3 3250U 14 Inch HD Disp ...,https://www.ryanscomputers.com/asus-d415da-amd-ryzen-3-3250u-14-inch-hd-display-slate-grey-laptop,"Tk 50,500 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - Not Applicable,Processor Type. - Ryzen 3,not available
    Lenovo IdeaPad Slim 3i 15ITL 11th Gen Intel C ...,https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-15itl-11th-gen-intel-core-i3-1115g4-15.6-inch-fhd-display-arctic-grey-laptop,"Tk 51,400 ",RAM - 4GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Asus X515JA 10th Gen Intel Core i3 1005G1 15. ...,https://www.ryanscomputers.com/asus-x515ja-10th-gen-intel-core-i3-1005g1-15.6-inch-fhd-display-slate-grey-laptop,"Tk 51,500 ",RAM - 4GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 10th (Intel),Processor Type. - Core i3,not available
    Asus X515EA Intel Core i3 1115G4 15.6 Inch FH ...,https://www.ryanscomputers.com/asus-x515ea-peacock-blue-laptop,"Tk 51,900 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Asus X515EA 11th Gen Intel Core i3 4GB DDR4 1 ...,https://www.ryanscomputers.com/asus-x515ea-11th-gen-intel-core-i3-4gb-ddr4-15.6-inch-display-slate-grey-laptop,"Tk 51,900 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Asus X515EA Intel Core i3 1115G4 15.6 Inch FH ...,https://www.ryanscomputers.com/asus-x515ea-intel-core-i3-1115g4-15.6-inch-fhd-display-peacock-blue-laptop,"Tk 51,900 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Asus M515DA AMD Ryzen 3 3250U 15.6 Inch HD LE ...,https://www.ryanscomputers.com/asus-m515da-amd-ryzen-3-3250u-15.6-inch-hd-led-display-slate-grey-laptop,"Tk 52,000 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Ryzen 3,not available
    Lenovo IdeaPad Slim 3i 15ITL Intel Core i3 11 ...,https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-15itl-intel-core-i3-1115g4-15.6-inch-fhd-display-arctic-grey-laptop,"Tk 52,400 ",RAM - 4GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Asus ExpertBook P1 P1412CEA Intel Core i3 111 ...,https://www.ryanscomputers.com/asus-expertbook-p1-p1412cea-14-inch-slate-grey-laptop,"Tk 53,500 ",RAM - 4GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Lenovo IdeaPad Slim 3i 15ITL6 Core i3 1115G4 ...,https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-15itl6-core-i3-1115g4-15.6-inch-fhd-display-arctic-grey-laptop,"Tk 53,500 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Asus D515DA AMD Ryzen 3 3250U 15.6 Inch FHD D ...,https://www.ryanscomputers.com/asus-d515da-amd-ryzen-3-3250u-15.6-inch-fhd-display-win-11-slate-grey-laptop,"Tk 55,000 ",RAM - 4GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Ryzen 3,not available
    Asus X415EA 11th Gen Intel Core i3 4GB DDR4 1 ...,https://www.ryanscomputers.com/asus-x415ea-11th-gen-intel-core-i3-4gb-ddr4-14-inch-display-slate-grey-laptop,"Tk 55,000 ",RAM - 4GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Lenovo IdeaPad Slim 3i 15ITL6 Core i3 1115G4 ...,https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-15itl6-core-i3-1115g4-15.6-inch-1tb-hdd-fhd-display-abyss-blue-laptop,"Tk 55,500 ",RAM - 8GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Lenovo IdeaPad Slim 3i 14ITL6 11th Gen Intel ...,https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-14itl6-11th-gen-intel-core-i3-1115g4-14-inch-fhd-antiglare-display-arctic-grey-laptop,"Tk 55,500 ",RAM - 8GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Lenovo IdeaPad Slim 3i 14ITL6 11th Gen Intel ...,https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-14itl6-11th-gen-intel-core-i3-14-inch-fhd-led-display-blue-laptop,"Tk 55,500 ",RAM - 8GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Acer TravelMate P214-53-30NZ Intel Core i3 11 ...,https://www.ryanscomputers.com/acer-travelmate-p214-53-30nz-14-inch-shale-black-laptop,"Tk 56,900 ",RAM - 4GB,Storage - 1TB HDD+256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Asus ExpertBook P2451FA Intel Core i3 10110U ...,https://www.ryanscomputers.com/asus-expertbook-p2451fa-intel-core-i3-10110u-14-inch-fhd-led-display-star-black-laptop-ek3345-p2451fa,"Tk 57,000 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 10th (Intel),Processor Type. - Core i3,not available
    Asus ExpertBook P1412CEA Intel Core i3 1115G4 ...,https://www.ryanscomputers.com/asus-expertbook-p1412cea-intel-core-i3-1115g4-14-inch-fhd-led-display-slate-grey-laptop,"Tk 57,000 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Asus ExpertBook P1 P1512CEA Intel Core i3 111 ...,https://www.ryanscomputers.com/asus-expertbook-p1-p1512cea-intel-core-i3-1115g4-15.6-inch-fhd-led-display-slate-grey-laptop,"Tk 57,000 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i3,not available
    MSI Modern 14 C11M 11th Gen Intel Core i3 111 ...,https://www.ryanscomputers.com/msi-modern-14-c11m-11th-gen-intel-core-i3-1115g4-14-inch-fhd-ips-display-classic-black-laptop,"Tk 57,500 ",RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Asus X515EA Intel Core i3 1115G4 15.6 Inch FH ...,https://www.ryanscomputers.com/asus-x515ea-intel-core-i3-1115g4-15.6-inch-peacock-blue-laptop,"Tk 57,800 ",RAM - 4GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i3,not available
    HP 15s-du3611TU 11th Gen Intel Core i3 1125G4 ...,https://www.ryanscomputers.com/hp-15s-du3611tu-11th-gen-intel-core-i3-1125g4-15.6-inch-fhd-display-jet-black-laptop,"Tk 58,500 ",RAM - 8GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Dell Inspiron 15 3525 AMD Ryzen 3 5425U 15.6 ...,https://www.ryanscomputers.com/dell-inspiron-15-3525-amd-ryzen-3-5425u-15.6-inch-fhd-display-carbon-black-laptop,"Tk 58,900 ",RAM - 8GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Ryzen 3,not available
    Acer Aspire 3 A315-510P Intel Core i3 N305 15 ...,https://www.ryanscomputers.com/acer-aspire-3-a315-510p-intel-core-i3-n305-15.6-inch-fhd-display-pure-silver-laptop-nx.kdhsi.001,"Tk 58,900 ",RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - Not Applicable,Processor Type. - Core i3,not available
    HP 240 G8 Intel Core i3 1115G4 14 Inch FHD Di ...,https://www.ryanscomputers.com/hp-240-g8-intel-core-i3-1115g4-14-inch-fhd-display-ash-laptop,"Tk 59,000 ",RAM - 8GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 11th (Intel),Processor Type. - Core i3,not available
    HP 15s-du3560TU Intel Core i3 1125G4 15.6 Inc ...,https://www.ryanscomputers.com/hp-15s-du3560tu-intel-core-i3-1125g4-15.6-inch-fhd-antiglare-display-silver-laptop,"Tk 59,200 ",RAM - 8GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i3,not available
    HP 250 G8 11th Gen Intel Core i3 1115G4 15.6 ...,https://www.ryanscomputers.com/hp-250-g8-11th-gen-intel-core-i3-1115g4-15.6-inch-fhd-display-silver-laptop,"Tk 59,800 ",RAM - 8GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Acer Aspire 3 A315-59 12th Gen Intel Core i3 ...,https://www.ryanscomputers.com/acer-aspire-3-a315-59-12th-gen-intel-core-i3-15.6-inch-fhd-display-pure-silver-laptop-nx.k6tsi.001,"Tk 59,900 ",RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 12th (Intel),Processor Type. - Core i3,not available
    Asus X515JA Intel Core i5 1035G1 4GB DDR4 15. ...,https://www.ryanscomputers.com/asus-x515ja-intel-core-i5-1035g1-4gb-ddr4-15.6-inch-fhd-display-slate-grey-laptop,"Tk 60,000 ",RAM - 4GB,Storage - 1TB HDD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 10th (Intel),Processor Type. - Core i5,not available
    Huawei MateBook D 15 11th Gen Intel Core i3 1 ...,https://www.ryanscomputers.com/huawei-matebook-d-15-11th-gen-intel-core-i3-1115g4-15.6-inch-fhd-display-silver-laptop,"Tk 60,500 ",RAM - 8GB,Storage - 256GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Asus X515EA Intel Core i3 1115G4 15.6 Inch FH ...,https://www.ryanscomputers.com/asus-x515ea-15.6-inch-peacock-blue-laptop,"Tk 60,800 ",RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Lenovo IdeaPad Slim 3i 15ITL6 Core i3 1115G4 ...,https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-15itl6-core-i3-1115g4-15.6-inch-fhd-display-abyss-blue-laptop,"Tk 61,000 ",RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 15.6,Generation - 11th (Intel),Processor Type. - Core i3,not available
    MSI Modern 14 C11M Intel Core i3 1115G4 14 In ...,https://www.ryanscomputers.com/msi-modern-14-c11m-intel-core-i3-1115g4-14-inch-fhd-ips-display-classic-black-laptop,"Tk 61,000 ",RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 11th (Intel),Processor Type. - Core i3,not available
    Lenovo IdeaPad Slim 3i 14ITL6 11th Gen Intel ...,https://www.ryanscomputers.com/lenovo-ideapad-slim-3i-14itl6-11th-gen-intel-core-i3-1115g4-14-inch-fhd-antiglare-display-arctic-grey-laptop-82h701kcin-2y,"Tk 61,000 ",RAM - 8GB,Storage - 512GB SSD,Graphics Memory - Shared,Display Size (Inch) - 14,Generation - 11th (Intel),Processor Type. - Core i3,not available
